Geneid	F1_1	F1_2	F1_3	ND_1	ND_2	ND_3
CG13164	11	8	12	8	12	6
GalT1	509	444	554	515	561	588
mthl13	2	0	0	3	1	5
CG33144	2292	2657	1960	2472	2472	2433
KCNQ	904	938	897	956	1012	908
COX7C	4087	3968	5143	3592	3715	3106
l(2)k10201	32	53	71	55	58	64
Pkn	5263	5008	4439	5328	5094	5928
CG32985	2	2	2	4	2	0
CG13741	5	4	9	11	11	26
CG33140	1	1	0	0	1	3
Debcl	428	468	428	533	499	413
CG8080	500	518	496	546	480	629
SCAP	2094	2241	1845	2093	2261	2412
CG33199	263	248	324	231	244	229
sns	977	1011	911	1087	982	1085
CG32983	0	0	0	0	0	0
CG32988	0	0	0	0	0	0
LRP1	1909	1806	1457	1985	1913	2074
CG32987	0	0	0	0	0	0
CG14764	892	923	978	896	885	912
CG32986	0	0	0	0	0	0
CG43340	10501	10165	7978	11219	10569	9352
CheA29a	0	0	3	0	2	1
Akap200	5634	6695	7197	4786	6494	7712
CG7102	7	7	24	5	5	15
tkv	1508	1499	1210	1500	1594	1534
CycK	857	912	888	910	954	838
Tif-IA	984	979	1044	995	1065	1045
hoe1	5056	4928	5330	4538	4981	5096
Hf	987	1063	1344	1128	1264	1241
Victoria	0	0	0	0	0	0
fs(2)ltoPP43	426	504	489	475	460	432
CG3294	158	188	205	160	172	152
Hakai	180	247	195	184	188	200
fipi	2590	2323	2061	2598	2474	1969
CG33120	1659	1232	1307	1440	1251	1578
CG33116	552	576	639	554	598	621
ine	1520	1668	1706	1572	1565	1697
CLIP-190	6262	6642	5586	6248	7036	6988
mRpL27	236	226	265	220	190	167
beat-IIIb	755	802	661	749	824	797
CG33003	0	0	1	0	0	2
cutlet	46	40	39	49	36	51
LeuRS	615	654	588	545	665	571
Gr23a	1	0	0	1	1	0
CG33125	0	1	2	0	0	2
oaf	785	801	786	774	740	884
CG33128	0	1	0	0	0	0
NLaz	1055	1468	1153	1150	1247	1761
CG4297	905	841	753	895	912	875
crq	3251	3246	2837	3425	3678	3685
Rab14	2313	2763	2953	2275	2730	2621
CG33127	2	0	0	0	0	0
CG33090	1074	1005	1033	1051	1069	1051
CG11023	7	1	1	3	3	2
CG32971	1	2	1	0	0	2
CG43333	1	2	9	1	3	28
NimC2	118	95	100	103	182	119
NimB4	354	357	388	299	384	306
NimB1	150	155	168	96	122	108
Ance-2	2	0	0	2	0	2
Ank	7139	6516	5514	7224	7172	7726
bru2	866	966	851	844	929	826
rho-6	25	34	40	31	27	26
Gyc32E	17	21	6	17	15	28
CG33129	2543	2406	1990	2583	2663	2169
CG4658	890	969	718	893	967	1014
CG5853	105	74	66	115	88	128
CG13124	6153	6110	6302	5818	6614	6222
CG32982	916	1056	780	908	914	816
CG7084	1299	1382	1721	1350	1575	1373
SKIP	561	563	475	557	600	592
Ir94c	1	0	0	0	0	0
Ir94b	1	2	1	1	1	1
Ir94a	0	2	0	2	2	2
how	2171	2234	1688	2119	2286	2163
pit	317	353	371	332	315	285
ND-42	3424	3321	3738	3494	3449	3155
CG31465	0	1	0	0	0	0
CG31431	134	148	169	171	147	144
CG31174	32	21	39	26	29	22
CG6569	25	32	34	30	29	21
Gr93d	0	0	0	0	0	0
Gr93c	2	0	0	0	0	0
Gr93b	4	5	1	4	0	1
tsl	1025	1322	1050	1191	1058	1187
GABA-B-R2	2257	2357	2476	2346	2429	2377
CG42335	0	0	1	2	0	0
CG31198	3	2	2	7	1	1
CG31343	3	4	6	4	3	5
CG31176	189	244	266	247	239	230
E2f1	2412	2257	2038	2182	2266	2171
CheB93b	0	0	0	0	0	0
bap	15	17	20	26	9	7
CG3301	912	905	885	966	908	963
Rab1	3252	3257	3615	2970	3060	3224
SNF4Agamma	2709	2822	2124	2587	2763	2805
CG31207	1163	987	1010	1084	1167	1015
CG31189	245	171	221	283	232	185
Calx	5276	5377	4908	5605	5474	5506
CG31191	500	461	491	487	479	510
RpS30	12493	13168	16269	12334	13601	12004
CG31223	113	92	125	102	114	115
Takl1	2	3	2	1	1	2
CG31195	1039	1043	980	1092	1185	1185
CG42322	3151	3030	3062	3081	2819	3089
CG31199	1646	1513	1915	1694	1806	1666
Cdk2	138	141	162	134	112	158
CG31205	3364	2787	2717	4249	3381	2793
Nep4	2498	2482	2216	2269	2676	2350
Pi3K92E	1181	1233	1067	1050	1140	1200
H	420	475	313	405	488	490
MFS9	888	930	715	861	890	815
Dic2	0	0	0	0	0	0
TFAM	472	476	497	398	496	433
CG5191	1926	2087	1755	1941	2161	1942
CG42668	2316	2623	2531	2373	2642	2290
Gr92a	1	0	2	0	0	0
CG31206	0	0	0	0	1	0
CG4390	918	922	971	874	945	843
CG4836	7	7	3	5	14	5
CG31213	0	1	0	0	0	0
CG4538	3106	3386	3040	2820	3419	3234
CG4572	1120	1216	1569	1184	1365	1678
CG4662	1366	1361	1201	1422	1444	1525
CG31459	0	0	1	0	0	0
bnl	211	205	199	212	227	186
GluClalpha	6869	6860	6887	6271	6759	6804
Naam	715	652	727	673	800	681
CG6184	783	1005	923	933	1058	855
CG31220	1	3	3	0	0	2
subdued	972	890	705	976	970	885
CG6231	945	855	664	797	913	807
CG31221	16777	16516	16534	16630	17061	16912
CG5316	966	979	1088	973	991	1065
CG31244	0	0	0	0	0	1
CG31245	0	0	0	0	0	0
CG31404	0	0	0	0	0	0
Ino80	194	242	188	203	239	214
Dl	294	318	288	250	300	287
cry	4202	4688	3932	4620	4668	4338
CG31475	321	374	362	339	372	329
CG42359	61	49	93	69	65	67
CG11779	743	796	677	686	832	726
ATPsynD	4913	5526	5696	5132	5182	3896
gukh	550	628	498	520	595	570
CG42613	8410	8007	8058	7149	7411	7403
Xrp1	8320	10908	8765	7611	9920	10218
EndoA	6212	6385	6126	6368	6730	6485
CG31226	3	2	1	0	0	0
CG7720	653	706	632	672	843	597
Mekk1	1098	1161	970	1060	1115	1306
CG7708	1061	1091	1444	1042	1138	1017
dind	392	428	436	398	419	474
CG31230	1	1	0	0	0	0
CG7702	73	73	57	79	95	93
CG31229	159	190	163	166	164	135
CG31231	1	1	0	0	0	0
CG31224	1766	1779	1386	1875	1777	1906
CG14305	2	3	2	2	4	7
koko	74	101	112	84	109	89
14-3-3epsilon	18685	20432	19700	17168	18188	17931
Vha100-2	2105	2359	1589	2325	2396	2377
gl	931	1170	1170	1033	1146	1131
CG31235	199	249	213	204	252	192
PKD	1261	1489	1474	1366	1470	1558
Ssdp	2835	2941	2477	2575	2802	2723
l(3)05822	1122	1309	1045	1211	1345	1290
Tgs1	0	0	0	0	0	0
CG7208	13	4	15	12	13	26
wrd	4008	4187	3868	3985	4246	4254
sr	501	617	416	401	624	425
htl	450	499	428	471	508	470
cpo	11126	10683	10380	10492	9967	10708
Lgr1	377	362	395	388	389	436
CG31249	189	220	274	237	256	253
CG31360	168	180	192	173	171	209
CG31251	49	62	75	54	65	48
CG14323	0	0	0	1	1	1
CG14324	0	0	1	0	0	0
CG7587	0	0	0	0	0	0
Hmx	75	82	71	80	79	94
P5cr-2	2	0	0	1	0	4
Sur-8	1604	1674	1817	1595	1751	1762
CREG	579	703	780	616	686	821
CG31419	0	0	0	0	0	0
CG31262	6	6	2	5	6	9
CG31267	0	0	0	0	0	0
kuk	1114	1148	1094	1149	1144	1199
Ns1	430	470	467	441	452	401
CG31268	3	6	4	2	3	6
Dad	1182	1354	1138	1217	1207	1179
CG31274	0	0	0	0	0	0
abd-A	0	0	0	0	0	0
CG31275	1	0	0	0	0	0
CCT3	816	984	989	856	973	759
Fas1	35368	36719	34573	35056	36749	34894
Dhfr	112	101	136	114	108	73
Pak3	1125	1118	1081	1020	1170	1209
CG14881	112	113	140	123	111	116
CG31279	0	0	0	0	1	1
CG14880	480	511	590	464	460	527
CG14879	13	25	18	31	19	24
tara	1049	1081	1162	1021	1029	1016
CG31287	3	2	2	3	8	6
msps	3793	3809	3703	3768	3800	4031
pnr	99	113	79	113	133	105
Akt1	2080	2283	1736	1870	2125	2303
srp	1210	1381	986	1122	1350	1293
CG32855	125	79	53	130	78	96
Mhcl	5084	5089	4331	5445	5141	5280
Hel89B	1455	1554	1382	1458	1517	1516
CG32856	69	93	136	85	83	77
Sap47	27915	27142	27247	26118	27511	25425
CG45105	154	179	161	179	194	192
glob1	4774	4384	5896	4526	3986	3894
CG9632	10	11	8	8	5	9
cv-d	2928	2684	2431	2663	2914	2322
Arpc3A	283	306	329	269	297	278
rec	20	11	9	10	15	13
nsl1	2448	2616	2380	2437	2587	2668
c(3)G	97	99	90	96	124	141
CG31294	0	1	0	0	0	0
CG31446	0	0	0	0	0	0
AOX2	10	11	1	11	3	6
CG31296	2	8	9	4	1	2
CG44014	954	952	819	968	685	783
shakB	2909	2635	2870	2351	2645	2889
mnb	1124	1192	934	998	1049	1155
Atx2	4072	4467	4693	3831	4058	4305
CG6125	206	220	156	200	198	196
Esyt2	2551	2736	2437	2374	2725	2482
pnt	646	640	622	629	614	602
CG34404	1061	1042	1324	1065	1046	1126
CG42542	1347	1380	1051	1398	1502	1317
Trax	229	217	300	209	250	263
CG5044	481	574	545	515	618	599
CG42726	0	0	0	0	0	0
CG6236	502	543	509	499	570	557
Tm2	7342	7362	8044	7221	6985	5454
CG17122	19	19	13	18	27	19
blot	953	895	965	953	964	1033
CG3982	30	36	26	25	27	20
Tat	1488	1544	1514	1379	1549	1463
Cp190	1701	1804	1465	1716	1714	1828
CG43078	7400	7907	6706	7431	8004	8329
eIF2gamma	1456	1426	1472	1336	1370	1337
ATP8A	2974	3235	2832	3033	3033	3346
mRpS10	214	230	304	210	223	216
Art3	185	155	207	161	196	157
Rpb7	150	135	133	144	147	125
Acsl	10423	9725	9996	11417	10660	13642
Gyc88E	419	395	340	413	437	446
Mf	23109	24804	25463	22814	24677	20160
GlyS	8704	7752	6560	7794	6896	5615
CG42788	3219	3291	2870	3253	3112	4111
CG7530	1652	1621	1512	1749	1579	1527
UQCR-C1	11438	11516	12863	10929	11021	9516
Hexim	271	327	302	309	302	282
Cad88C	50	50	30	44	57	50
His4r	7904	8481	9962	7378	8311	7464
smp-30	1881	1509	1006	2267	1389	951
eff	8796	8597	8113	8081	7872	7793
put	1543	1406	1147	1416	1445	1569
CG14853	1635	1551	1623	1518	1653	1612
stumps	1304	1234	1369	1187	1228	1374
CG7987	1367	1375	1306	1257	1363	1463
CG31313	2787	2781	3307	3386	3076	3712
Map205	1783	1800	1608	1762	2049	2005
CG8087	1	2	0	0	0	0
CG2003	280	289	299	275	230	254
cv-c	1941	1847	1712	1839	1943	1837
HEATR2	46	48	52	39	53	45
FeCH	733	814	1014	755	833	994
ATPsynE	5987	5479	6535	5416	4523	4551
CG1971	72	64	63	74	77	57
Mccc1	581	460	558	468	490	451
PR-Set7	588	684	572	660	652	705
CG31321	466	448	368	536	461	363
faf	4350	3978	3540	4410	4111	4547
RpII15	348	365	388	341	385	372
CG1910	1570	1563	1500	1532	1735	1586
su(Hw)	547	492	449	516	512	482
red	1633	1759	1960	1602	1718	1873
CG31533	0	1	0	0	0	0
CG31327	0	0	0	0	0	0
ttk	2206	2031	2000	2297	2059	2179
Npc2b	1624	1975	2287	1847	2142	1877
rdx	2543	2451	2184	2472	2414	2618
Orc2	12	10	7	18	7	13
CG1815	1229	1177	1086	1168	1115	1265
Ipp	2928	3368	3096	3138	3448	3104
CG31517	0	0	0	0	0	1
ems	95	88	74	81	98	91
CG31495	65	58	58	63	69	62
Med	726	844	836	734	741	750
Dip-B	2057	2063	1897	2255	2139	1951
CycG	18573	18827	17907	17922	19319	17733
RpL6	18559	22055	25650	20018	21812	18222
gammaCOP	1452	1372	1365	1346	1403	1370
nyo	1	2	4	0	1	2
CG31469	137	130	119	144	141	133
CG11334	744	724	704	655	717	527
flfl	2563	2494	2240	2503	2633	2699
f-cup	1083	1088	1262	969	1138	1303
CG31204	0	0	0	0	0	0
PNPase	191	194	183	167	188	177
CG1607	2884	3145	2843	2731	3266	2746
Lkb1	365	439	374	357	410	392
gskt	0	1	1	0	0	0
qless	638	672	521	577	661	529
CG12054	2751	2827	2395	2618	2577	2632
ATPsynC	53797	50153	52413	49525	47580	39983
Zwilch	14	8	15	11	12	15
mesh	25	20	15	24	13	31
stops	1147	1348	1461	1209	1267	1291
Alp4	837	873	908	810	828	902
rin	4083	4390	4625	3944	4215	4121
CG31007	1	0	0	1	1	2
CG31008	0	0	0	0	0	0
Sap-r	23937	24911	24750	23556	27131	29809
cindr	3007	3178	3219	3170	3343	2965
CG9759	216	190	250	349	464	316
CG31337	1	2	3	0	0	3
Act87E	3872	3923	3796	2955	3555	2880
wts	1410	1601	1205	1449	1510	1562
CG14377	14	12	16	19	18	21
CG14374	10	9	7	16	15	7
zfh1	840	887	794	791	855	885
Droj2	7967	8571	8571	8125	8466	8240
Npc2h	2234	2409	2783	2591	2126	1944
CG31010	0	0	0	0	0	1
mRpS21	142	144	136	126	135	98
Pka-C2	1	2	1	1	0	1
CG12069	0	0	0	0	0	1
CG8870	11	14	16	11	16	20
PH4alphaPV	0	0	1	2	0	5
CG9813	13924	14801	14932	13481	15312	14415
CG31013	0	0	0	0	0	0
CG31016	1	0	0	0	0	1
CG31021	0	0	0	0	1	0
CG31019	55	75	45	76	66	59
CG2246	1730	1783	1823	1727	1776	1939
PH4alphaNE2	0	0	0	0	0	0
Dic1	2439	2712	2657	2895	3068	2242
TBC1D5	632	616	546	457	608	578
mthl12	1	2	1	1	0	0
Ravus	119	179	141	131	148	130
PH4alphaSG1	11	6	7	4	8	13
PK2-R1	77	109	74	57	87	56
CG8476	0	1	0	0	0	0
tmod	6943	6641	6292	6882	6694	6430
CG31371	6	2	4	8	9	10
PK2-R2	40	53	46	43	56	52
CG8141	0	0	0	0	0	0
PH4alphaNE1	12	3	9	13	6	11
sim	83	87	78	48	82	75
CG32473	1038	1051	890	992	1036	1019
spdo	15	10	8	14	7	9
CG46280	1148	1189	1168	1225	1229	1147
jdp	6881	6637	6775	6964	6577	6101
PH4alphaEFB	986	1102	835	1026	1196	941
CG8774	0	0	0	0	0	0
CtBP	5903	5845	5933	5517	5838	5671
CDase	1218	1246	1261	1036	1330	1131
Osi22	2	2	3	2	1	3
CG31524	1	0	0	0	0	1
CG8630	460	569	597	635	617	576
CG7518	1598	1679	1311	1543	1508	1615
CG17327	0	0	0	0	0	0
aralar1	4604	3733	3787	4749	3840	3563
CG7381	317	292	283	357	341	319
Fer2LCH	13431	15243	17645	13046	13847	15888
Cyp304a1	162	169	111	63	262	126
Fer1HCH	10115	12020	12630	10295	11150	12128
grsm	884	959	800	950	1092	841
beat-Vb	348	378	432	402	366	382
Men	10184	14937	13474	13512	18421	16077
CG31345	564	562	612	492	633	587
Past1	2135	2111	1632	2171	2099	1903
CG31347	29	39	36	26	23	20
Snx3	1702	1910	1842	1768	1968	1817
CG15530	35	31	26	36	25	22
Vha55	14168	14688	13695	15314	15373	14558
CG31028	124	121	92	142	140	117
CG31030	1534	1726	1856	1709	1702	1585
Hsp70Ba	16	15	22	13	19	12
CG31029	21	21	18	19	26	25
Desat1	40845	40537	49378	38720	47504	51730
Ppi1	3	3	1	1	1	2
CG7950	0	0	0	0	0	1
spn-A	100	107	97	90	122	108
CG7943	471	515	527	517	530	443
RpL32	13213	15394	17996	13647	15723	12768
MBD-R2	943	957	949	946	1035	1097
Axn	903	983	740	912	885	921
CG10038	322	317	349	292	354	343
svp	1180	1365	1063	1142	1309	1344
CG3809	11	10	8	7	6	5
eIF3d2	3	9	2	3	7	6
Tace	634	613	721	653	637	678
Cpn	4241	4978	5048	4260	4973	4576
Acph-1	306	290	274	311	313	340
dpr15	413	448	373	474	430	448
alpha-Man-Ic	4	12	4	5	1	41
dpr17	612	617	578	579	645	596
Jon99Ciii	13	0	3	5	3	3
CG31036	451	441	272	458	379	265
ATP8B	1739	1674	1611	1865	1774	1919
CG14736	1	2	0	1	0	3
KLHL18	399	477	466	405	481	446
Zip99C	1908	2075	1625	1657	2013	2270
GC2	0	0	0	0	0	0
CG12213	1211	1318	1300	1243	1368	1293
Hsp70Aa	0	0	0	0	0	0
Cad87A	1123	1152	966	1108	1151	1179
Cad99C	572	609	590	767	520	635
glo	1976	2381	2208	1971	2418	2293
Atg16	329	355	377	306	300	319
ca	1410	1503	1168	1497	1486	1466
Sbf	845	830	734	948	850	969
CG7834	3451	3589	3621	3796	3573	3149
ATPsyngamma	7573	7130	7998	7236	7194	5699
Wdr24	236	216	244	211	238	221
Lk6	29508	30957	29636	27710	30262	32232
Gnpnat	566	459	585	477	437	447
CG6923	846	992	786	888	952	988
Taf12	639	764	791	640	713	641
Dop1R2	366	343	409	382	372	358
alph	2170	2278	1763	2040	2293	2159
CG18476	330	346	330	286	308	377
CG31041	7	4	1	6	3	6
CG6813	89	112	104	114	105	109
CG2010	419	402	354	396	360	338
CG2310	142	204	147	127	151	149
CG6808	53	53	73	49	45	55
rdog	653	786	745	652	921	810
Jupiter	3932	4301	4449	3844	4039	3746
CG14516	328	363	273	334	348	350
Cnx99A	4004	4561	4783	4210	4472	4400
Vha100-1	4673	5040	4772	4884	4994	4963
SP1029	978	958	1041	951	1033	1027
dpr5	222	220	277	255	210	217
CG17230	287	270	318	274	264	258
Usp1	1098	1061	994	1085	1107	1220
CG6791	997	1048	830	1014	1077	1203
PGRP-LB	587	599	671	298	470	563
wkd	1622	1670	1676	1454	1615	1631
eEF1gamma	18385	19806	20792	19032	19969	17270
Ctl2	1218	1486	1097	1181	1431	1342
CG5270	588	621	499	606	613	652
Pdhb	4745	4834	5147	4940	4842	3903
CG17734	1207	1173	1389	1277	1353	1143
CG31441	83	77	85	91	78	89
spg	1517	1521	1153	1373	1488	1650
RpL3	21118	22274	26665	21973	23752	20654
snu	4222	4564	3271	4616	5180	4034
RpS25	14923	18350	19000	15501	17528	13651
CG31050	1	0	0	0	1	0
cu	1720	1139	1541	1506	1216	1411
Hrb98DE	4477	5117	4663	4436	4901	4561
Adk3	235	237	267	293	241	239
Tpc1	418	455	416	443	444	488
CG31051	183	155	207	162	179	159
Moca-cyp	1289	1609	1444	1343	1547	1384
larp	7553	7029	5904	7184	7122	7282
Rbp1	1071	1310	1320	1126	1244	1086
CG31131	0	0	0	0	0	0
CG45078	408	402	406	368	437	263
CG31253	0	0	0	0	0	0
fau	1	4	3	3	2	2
BOD1	899	963	966	884	923	999
NSD	318	322	232	290	358	357
mino	1984	2431	1962	1913	2391	2388
MED7	238	251	281	235	247	259
CG31053	13	12	5	8	6	13
CG31373	46	48	32	57	21	34
CG31278	69	64	83	65	83	76
CG31467	27	32	44	31	23	32
CG31391	3	1	2	0	1	2
pug	10333	10807	6194	10847	10501	7357
btz	871	975	926	770	890	909
CG31055	1	0	1	1	0	0
Mtl	716	850	947	739	872	845
mthl11	2	4	7	8	5	11
CG31406	0	1	1	1	0	0
wdb	6901	6470	6265	6337	6425	6746
CG12592	0	2	2	0	0	0
sle	238	269	236	197	259	267
Timp	1246	1428	1137	1392	1507	1319
Gr98d	3	7	9	6	1	5
Gr98b	0	0	0	2	4	1
CG5938	1050	1187	1070	1030	1129	1068
tws	2990	3135	3108	2699	3198	3371
l(3)mbt	746	755	665	770	813	825
TfIIA-L	1066	1140	1169	996	1061	1112
CG18766	732	693	749	741	767	722
ATPsynepsilonL	8	3	6	8	3	3
DNApol-alpha73	46	40	44	44	28	35
CG31068	57	50	28	54	68	70
Npc2e	0	0	0	0	0	0
CG31407	0	0	0	0	0	0
spn-D	2	2	3	2	3	4
grass	934	926	1056	910	1283	988
CG5815	294	264	246	257	332	332
spz	1115	1183	1120	1039	1293	1132
Gr85a	0	0	0	2	1	1
CG9458	0	1	0	0	0	0
RpS29	31307	27677	38752	27384	29816	28528
MED6	304	334	372	292	310	269
CG8478	18	15	12	12	24	14
Scm	1052	1191	866	1084	1081	1149
Rpt3R	17	19	15	10	14	26
SpdS	100	117	95	126	115	86
PpD3	629	633	615	633	641	642
Nep5	36	30	24	26	38	45
Tsp97E	3278	4100	4724	3428	4191	4235
CG31077	388	113	1	1998	809	1
CG6330	3575	2738	2582	2852	2868	2759
CG31415	9	5	6	4	4	3
CG31076	11	6	21	6	17	19
CG31075	1619	1272	915	1649	1382	1232
ro	4	4	3	3	4	4
CG9399	1774	1738	1847	1693	1709	1544
CG14253	39	51	31	60	55	46
Rb97D	1092	1242	1197	1116	1222	1171
MBD-like	390	404	501	357	394	373
mura	4598	4599	3849	4782	4543	4728
ball	65	64	72	60	75	85
Lerp	1145	1254	1096	1150	1223	1307
Tl	1547	1455	1363	1478	1402	1692
ps	22260	20018	20129	20202	19399	19826
Yif1	576	575	583	502	565	508
beat-VII	1529	1350	1287	1577	1368	1563
TwdlR	0	0	0	0	0	0
TwdlN	0	0	0	0	0	0
TwdlL	0	0	0	0	0	0
CG9356	420	439	530	395	435	447
RpL34b	7227	8939	10322	7953	8928	7020
scrib	5427	5909	4742	5287	5578	6426
FER	1791	1673	1272	1765	1703	1696
Srr	228	526	273	303	384	369
CG5455	2647	2953	2754	2627	2911	3085
CG18473	204	236	323	190	287	336
Hex-t2	0	3	0	0	0	0
pasi2	473	446	536	481	470	542
CG6154	511	435	451	519	437	476
Aduk	430	405	352	440	442	497
sage	41	69	53	31	60	59
D1	1785	2021	2147	1768	1780	1756
CG31086	0	0	0	0	0	0
CG31324	961	1110	1427	724	1130	1271
dysf	42	52	34	31	43	33
RpL34a	2310	2299	2781	2304	2468	2043
neur	224	204	222	239	239	227
tgo	839	875	821	819	839	895
Nf1	1766	1652	1581	1733	1638	1874
Kcmf1	2619	2989	2777	2523	2751	2573
CG11980	623	595	616	636	567	530
CG42235	787	612	589	815	640	666
CG31089	11	9	12	14	5	14
CG31100	643	645	678	749	828	686
CG31091	3	1	3	2	1	6
Lnk	1016	1077	956	1047	976	1086
SppL	710	709	728	767	773	789
CG31093	0	0	0	0	0	1
CG31380	53	53	77	45	80	65
CLS	365	401	358	384	414	378
Lgr3	43	38	28	26	24	26
CG8112	0	0	0	0	0	0
hb	128	176	118	130	125	137
CG8036	15235	14878	12169	15342	16534	10403
Npl4	1697	2013	1984	1582	2155	1949
ymp	11	11	11	15	6	13
msi	3595	3829	3505	3603	4088	4398
Cenp-C	107	116	90	100	123	148
XNP	1348	1434	1390	1386	1387	1487
CG31460	3	1	2	2	1	1
Muc96D	9	2	10	2	2	2
mRpS18A	117	150	158	153	135	126
CG31437	0	1	0	0	0	0
CG31259	4	1	2	0	2	1
CG31454	9	7	11	12	9	10
stck	1258	1356	1385	1296	1331	1295
CG31087	0	7	4	7	1	1
CG31099	0	2	0	0	1	2
CG10550	3124	3366	3733	3349	3767	3597
DppIII	1564	1441	1377	1506	1654	1395
CG31436	343	429	449	291	379	463
CG31370	129	159	148	141	120	138
CG31463	1	0	0	0	0	0
CG31288	485	382	570	323	300	267
CG31464	0	0	0	0	0	0
CG31097	24	11	23	20	19	20
ato	5	6	5	5	9	7
CG31102	430	512	530	415	470	487
mtg	166	159	126	157	137	148
CG31098	477	525	526	533	534	506
CG31104	42	29	26	31	29	43
CG9636	1411	1477	1170	1449	1623	1632
CG11892	206	181	205	212	182	185
CG11839	69	70	88	66	102	98
veli	689	693	713	665	656	729
DNApol-iota	258	294	201	250	285	309
CG34384	1967	1711	1811	2026	1819	2077
CG31106	10	8	7	11	13	14
vig2	1923	1975	1950	1908	2129	1888
grn	178	161	146	161	200	152
CG31473	12	20	20	13	12	20
CG2747	3030	2942	2517	3110	3162	3054
sgll	680	634	685	732	680	633
CG31111	67	55	74	62	68	58
CG31109	161	161	177	169	161	164
CG11791	2236	2427	2504	2058	2148	2314
dsx	940	629	810	869	849	920
Sp7	1296	1357	1191	1317	1467	1260
CG31510	568	535	517	559	562	615
TTLL5	601	634	628	657	685	744
CG11790	840	802	886	809	836	741
Nlg1	402	387	315	451	420	365
Nlg3	1002	1030	834	972	1012	992
CG31115	48	39	29	32	39	51
Ythdf	1363	1402	1299	1346	1429	1399
alpha-Est9	1528	1667	1291	1444	1823	1558
ssh	1018	1103	1094	1058	1199	1026
CG17944	0	0	0	0	0	0
nxf4	0	0	0	0	0	0
sud1	140	150	114	120	162	133
CG31496	0	0	0	1	0	0
PIG-S	218	244	213	221	230	204
CG31121	277	309	278	265	328	271
CG14605	0	0	1	0	0	0
CG31381	57	73	74	56	56	59
sas	880	923	727	913	941	941
Elal	3218	2594	2963	3019	2634	2237
ppk22	28	22	36	38	34	28
CG31493	0	0	0	0	0	1
HDAC11	277	279	299	275	293	341
sosie	1033	960	1025	1002	1005	930
Alh	1402	1452	1302	1347	1483	1387
CG31357	676	704	758	615	740	736
RabX4	669	654	753	603	558	673
Tailor	706	689	801	714	762	763
tok	3467	3487	2836	3067	3187	2891
CG1943	2506	2487	3065	2629	2798	2882
CG13627	2	1	0	0	2	0
dj	0	1	1	0	0	0
CG31126	305	287	310	269	313	211
CG31125	79	91	129	85	91	84
atl	2942	3161	2821	2802	3011	3030
Wsck	524	510	441	457	554	472
CG31286	4	4	3	3	3	2
REPTOR	2207	1957	1881	1967	1979	2149
CG31482	1	0	0	0	0	0
ana1	325	341	262	316	304	375
CG2336	0	0	0	0	0	1
Pif2	0	0	1	0	0	0
nAChRbeta2	1085	966	1032	1073	958	1032
nAChRalpha2	717	599	791	684	656	673
CG31128	1	0	1	0	2	0
CG5768	1	1	0	0	0	2
gpp	2052	2098	1489	2013	2022	1962
CG17780	0	1	0	0	0	0
CG6454	1836	1933	1703	1858	1953	1944
Dmtn	2190	2503	1982	2205	2372	2136
CG5746	1320	1347	1241	1344	1399	1445
BRWD3	1155	1243	900	1148	1116	1218
godzilla	2971	2862	2762	2776	2943	3045
jar	5463	5485	4063	5523	5737	5400
Pak	1821	1979	1732	1988	2028	2169
cav	51	61	50	67	65	66
CG31560	0	0	0	0	0	0
Osi16	0	0	0	0	0	0
CG15594	2	3	5	1	1	0
Osi10	0	0	0	0	0	3
Osi2	510	554	558	537	581	436
CG31559	0	3	2	0	4	0
Obp83g	54	57	60	42	39	31
p38a	256	254	276	262	247	301
Slimp	102	105	112	100	111	98
Obp83ef	159	121	142	201	176	107
Rm62	12353	13784	12631	12269	13663	13399
Pisd	2280	2783	2157	2945	2836	2949
Rox8	2396	2714	2366	2466	2744	2629
CG2017	1068	1154	1122	1017	1094	1268
Miro	1037	1122	1146	986	1071	1055
CG1213	4319	4334	4014	5195	4443	5156
dgrn	198	249	226	204	228	198
CG42675	231	315	222	238	298	270
eIF3a	4041	3930	3540	3809	3793	4200
KrT95D	2478	2862	2346	2566	2517	2685
CG2082	6127	6571	7901	5696	7230	7053
CG31525	4	3	2	2	5	5
Sec8	767	844	821	743	800	874
CG31142	109	79	119	95	105	88
LSm3	98	111	114	103	126	103
srl	389	301	330	266	331	291
CG43998	0	0	0	0	0	0
CG5902	1066	1082	1197	1157	1139	1219
Hat1	320	361	322	344	349	366
CG31528	55	46	22	48	55	64
CG31141	0	0	0	0	0	0
kat-60L1	563	545	564	551	531	551
plx	2363	2543	1857	2563	2677	2611
GluProRS	1097	1082	1012	1099	1144	914
Lsd-1	2468	2678	4183	3666	3496	4556
jagn	972	820	824	883	827	842
Xe7	3360	3314	3498	3165	3431	3471
Wdr33	274	309	272	255	281	277
CG10217	814	867	895	824	966	930
ND-MLRQ	5318	5023	5822	5254	5017	3775
PTPMT1	164	171	225	176	177	178
Hmgcr	494	537	530	511	521	490
Sec23	2668	2698	2675	2666	2625	2426
Rpn9	1235	1309	1242	1198	1337	1182
Vps11	361	332	338	335	318	396
CkIIalpha	2246	2087	2369	2187	2169	2118
MTA1-like	1895	1928	1845	1805	1855	1935
CG31548	954	938	904	918	906	754
RpL10	16911	16196	19902	16447	17359	15706
Qsox4	0	2	0	0	0	0
CG31546	16	15	9	8	16	8
CG31468	0	0	1	1	0	0
